#    L    TT             EE             TE             PP             TP          
  9291    0.21506E-02    0.74627E-06    0.27831E-04    0.89772E+04    0.82552E-01
  9292    0.21498E-02    0.74819E-06    0.27755E-04    0.89756E+04    0.82524E-01
  9293    0.21490E-02    0.75012E-06    0.27678E-04    0.89740E+04    0.82497E-01
  9294    0.21482E-02    0.75204E-06    0.27602E-04    0.89724E+04    0.82469E-01
  9295    0.21473E-02    0.75396E-06    0.27525E-04    0.89707E+04    0.82441E-01
  9296    0.21465E-02    0.75587E-06    0.27449E-04    0.89691E+04    0.82414E-01
  9297    0.21457E-02    0.75778E-06    0.27373E-04    0.89675E+04    0.82386E-01
  9298    0.21449E-02    0.75969E-06    0.27297E-04    0.89659E+04    0.82358E-01
  9299    0.21440E-02    0.76159E-06    0.27221E-04    0.89642E+04    0.82331E-01
  9300    0.21432E-02    0.76349E-06    0.27145E-04    0.89626E+04    0.82303E-01
  9301    0.21424E-02    0.76539E-06    0.27070E-04    0.89610E+04    0.82276E-01
  9302    0.21416E-02    0.76728E-06    0.26994E-04    0.89594E+04    0.82248E-01
  9303    0.21408E-02    0.76918E-06    0.26918E-04    0.89577E+04    0.82220E-01
  9304    0.21399E-02    0.77106E-06    0.26843E-04    0.89561E+04    0.82193E-01
  9305    0.21391E-02    0.77295E-06    0.26768E-04    0.89545E+04    0.82165E-01
  9306    0.21383E-02    0.77483E-06    0.26692E-04    0.89529E+04    0.82138E-01
  9307    0.21375E-02    0.77671E-06    0.26617E-04    0.89513E+04    0.82110E-01
  9308    0.21367E-02    0.77858E-06    0.26542E-04    0.89496E+04    0.82083E-01
  9309    0.21358E-02    0.78045E-06    0.26467E-04    0.89480E+04    0.82055E-01
  9310    0.21350E-02    0.78232E-06    0.26392E-04    0.89464E+04    0.82028E-01
  9311    0.21342E-02    0.78419E-06    0.26318E-04    0.89448E+04    0.82000E-01
  9312    0.21334E-02    0.78605E-06    0.26243E-04    0.89432E+04    0.81973E-01
  9313    0.21326E-02    0.78791E-06    0.26168E-04    0.89415E+04    0.81945E-01
  9314    0.21318E-02    0.78976E-06    0.26094E-04    0.89399E+04    0.81918E-01
  9315    0.21309E-02    0.79162E-06    0.26020E-04    0.89383E+04    0.81890E-01
  9316    0.21301E-02    0.79346E-06    0.25945E-04    0.89367E+04    0.81863E-01
  9317    0.21293E-02    0.79531E-06    0.25871E-04    0.89351E+04    0.81836E-01
  9318    0.21285E-02    0.79715E-06    0.25797E-04    0.89335E+04    0.81808E-01
  9319    0.21277E-02    0.79899E-06    0.25723E-04    0.89318E+04    0.81781E-01
  9320    0.21269E-02    0.80083E-06    0.25649E-04    0.89302E+04    0.81753E-01
  9321    0.21260E-02    0.80266E-06    0.25575E-04    0.89286E+04    0.81726E-01
  9322    0.21252E-02    0.80449E-06    0.25502E-04    0.89270E+04    0.81699E-01
  9323    0.21244E-02    0.80632E-06    0.25428E-04    0.89254E+04    0.81671E-01
  9324    0.21236E-02    0.80814E-06    0.25355E-04    0.89238E+04    0.81644E-01
  9325    0.21228E-02    0.80996E-06    0.25281E-04    0.89222E+04    0.81617E-01
  9326    0.21220E-02    0.81178E-06    0.25208E-04    0.89205E+04    0.81589E-01
  9327    0.21211E-02    0.81359E-06    0.25135E-04    0.89189E+04    0.81562E-01
  9328    0.21203E-02    0.81540E-06    0.25062E-04    0.89173E+04    0.81535E-01
  9329    0.21195E-02    0.81721E-06    0.24989E-04    0.89157E+04    0.81507E-01
  9330    0.21187E-02    0.81901E-06    0.24916E-04    0.89141E+04    0.81480E-01
  9331    0.21179E-02    0.82081E-06    0.24843E-04    0.89125E+04    0.81453E-01
  9332    0.21171E-02    0.82261E-06    0.24770E-04    0.89109E+04    0.81426E-01
  9333    0.21163E-02    0.82440E-06    0.24698E-04    0.89093E+04    0.81398E-01
  9334    0.21154E-02    0.82619E-06    0.24625E-04    0.89077E+04    0.81371E-01
  9335    0.21146E-02    0.82798E-06    0.24553E-04    0.89061E+04    0.81344E-01
  9336    0.21138E-02    0.82976E-06    0.24480E-04    0.89044E+04    0.81317E-01
  9337    0.21130E-02    0.83155E-06    0.24408E-04    0.89028E+04    0.81289E-01
  9338    0.21122E-02    0.83332E-06    0.24336E-04    0.89012E+04    0.81262E-01
  9339    0.21114E-02    0.83510E-06    0.24264E-04    0.88996E+04    0.81235E-01
  9340    0.21106E-02    0.83687E-06    0.24192E-04    0.88980E+04    0.81208E-01
  9341    0.21098E-02    0.83864E-06    0.24120E-04    0.88964E+04    0.81181E-01
  9342    0.21089E-02    0.84040E-06    0.24048E-04    0.88948E+04    0.81153E-01
  9343    0.21081E-02    0.84217E-06    0.23977E-04    0.88932E+04    0.81126E-01
  9344    0.21073E-02    0.84393E-06    0.23905E-04    0.88916E+04    0.81099E-01
  9345    0.21065E-02    0.84568E-06    0.23834E-04    0.88900E+04    0.81072E-01
  9346    0.21057E-02    0.84743E-06    0.23762E-04    0.88884E+04    0.81045E-01
  9347    0.21049E-02    0.84918E-06    0.23691E-04    0.88868E+04    0.81018E-01
  9348    0.21041E-02    0.85093E-06    0.23620E-04    0.88852E+04    0.80991E-01
  9349    0.21033E-02    0.85267E-06    0.23549E-04    0.88836E+04    0.80964E-01
  9350    0.21025E-02    0.85441E-06    0.23478E-04    0.88820E+04    0.80937E-01
  9351    0.21016E-02    0.85615E-06    0.23407E-04    0.88804E+04    0.80910E-01
  9352    0.21008E-02    0.85788E-06    0.23336E-04    0.88788E+04    0.80882E-01
  9353    0.21000E-02    0.85961E-06    0.23266E-04    0.88772E+04    0.80855E-01
  9354    0.20992E-02    0.86134E-06    0.23195E-04    0.88756E+04    0.80828E-01
  9355    0.20984E-02    0.86307E-06    0.23124E-04    0.88740E+04    0.80801E-01
  9356    0.20976E-02    0.86479E-06    0.23054E-04    0.88724E+04    0.80774E-01
  9357    0.20968E-02    0.86650E-06    0.22984E-04    0.88708E+04    0.80747E-01
  9358    0.20960E-02    0.86822E-06    0.22914E-04    0.88692E+04    0.80720E-01
  9359    0.20952E-02    0.86993E-06    0.22843E-04    0.88676E+04    0.80693E-01
  9360    0.20944E-02    0.87164E-06    0.22773E-04    0.88660E+04    0.80666E-01
  9361    0.20936E-02    0.87334E-06    0.22703E-04    0.88644E+04    0.80639E-01
  9362    0.20928E-02    0.87505E-06    0.22634E-04    0.88628E+04    0.80612E-01
  9363    0.20920E-02    0.87674E-06    0.22564E-04    0.88612E+04    0.80586E-01
  9364    0.20911E-02    0.87844E-06    0.22494E-04    0.88596E+04    0.80559E-01
  9365    0.20903E-02    0.88013E-06    0.22425E-04    0.88580E+04    0.80532E-01
  9366    0.20895E-02    0.88182E-06    0.22355E-04    0.88564E+04    0.80505E-01
  9367    0.20887E-02    0.88351E-06    0.22286E-04    0.88548E+04    0.80478E-01
  9368    0.20879E-02    0.88519E-06    0.22217E-04    0.88532E+04    0.80451E-01
  9369    0.20871E-02    0.88687E-06    0.22147E-04    0.88516E+04    0.80424E-01
  9370    0.20863E-02    0.88855E-06    0.22078E-04    0.88500E+04    0.80397E-01
  9371    0.20855E-02    0.89022E-06    0.22009E-04    0.88484E+04    0.80370E-01
  9372    0.20847E-02    0.89189E-06    0.21941E-04    0.88468E+04    0.80343E-01
  9373    0.20839E-02    0.89356E-06    0.21872E-04    0.88452E+04    0.80317E-01
  9374    0.20831E-02    0.89522E-06    0.21803E-04    0.88436E+04    0.80290E-01
  9375    0.20823E-02    0.89689E-06    0.21734E-04    0.88420E+04    0.80263E-01
  9376    0.20815E-02    0.89854E-06    0.21666E-04    0.88404E+04    0.80236E-01
  9377    0.20807E-02    0.90020E-06    0.21598E-04    0.88389E+04    0.80209E-01
  9378    0.20799E-02    0.90185E-06    0.21529E-04    0.88373E+04    0.80183E-01
  9379    0.20791E-02    0.90350E-06    0.21461E-04    0.88357E+04    0.80156E-01
  9380    0.20783E-02    0.90514E-06    0.21393E-04    0.88341E+04    0.80129E-01
  9381    0.20775E-02    0.90679E-06    0.21325E-04    0.88325E+04    0.80102E-01
  9382    0.20767E-02    0.90843E-06    0.21257E-04    0.88309E+04    0.80076E-01
  9383    0.20759E-02    0.91006E-06    0.21189E-04    0.88293E+04    0.80049E-01
  9384    0.20751E-02    0.91170E-06    0.21121E-04    0.88277E+04    0.80022E-01
  9385    0.20743E-02    0.91333E-06    0.21054E-04    0.88261E+04    0.79995E-01
  9386    0.20735E-02    0.91495E-06    0.20986E-04    0.88245E+04    0.79969E-01
  9387    0.20727E-02    0.91658E-06    0.20919E-04    0.88230E+04    0.79942E-01
  9388    0.20719E-02    0.91820E-06    0.20851E-04    0.88214E+04    0.79915E-01
  9389    0.20711E-02    0.91981E-06    0.20784E-04    0.88198E+04    0.79889E-01
  9390    0.20703E-02    0.92143E-06    0.20717E-04    0.88182E+04    0.79862E-01
  9391    0.20695E-02    0.92304E-06    0.20650E-04    0.88166E+04    0.79835E-01
  9392    0.20687E-02    0.92465E-06    0.20583E-04    0.88150E+04    0.79809E-01
  9393    0.20679E-02    0.92625E-06    0.20516E-04    0.88134E+04    0.79782E-01
  9394    0.20671E-02    0.92786E-06    0.20449E-04    0.88119E+04    0.79755E-01
  9395    0.20663E-02    0.92945E-06    0.20382E-04    0.88103E+04    0.79729E-01
  9396    0.20655E-02    0.93105E-06    0.20316E-04    0.88087E+04    0.79702E-01
  9397    0.20647E-02    0.93264E-06    0.20249E-04    0.88071E+04    0.79676E-01
  9398    0.20639E-02    0.93423E-06    0.20183E-04    0.88055E+04    0.79649E-01
  9399    0.20631E-02    0.93582E-06    0.20116E-04    0.88039E+04    0.79622E-01
  9400    0.20623E-02    0.93740E-06    0.20050E-04    0.88024E+04    0.79596E-01
  9401    0.20615E-02    0.93898E-06    0.19984E-04    0.88008E+04    0.79569E-01
  9402    0.20607E-02    0.94056E-06    0.19918E-04    0.87992E+04    0.79543E-01
  9403    0.20599E-02    0.94213E-06    0.19852E-04    0.87976E+04    0.79516E-01
  9404    0.20591E-02    0.94371E-06    0.19786E-04    0.87960E+04    0.79490E-01
  9405    0.20583E-02    0.94527E-06    0.19720E-04    0.87945E+04    0.79463E-01
  9406    0.20575E-02    0.94684E-06    0.19655E-04    0.87929E+04    0.79437E-01
  9407    0.20567E-02    0.94840E-06    0.19589E-04    0.87913E+04    0.79410E-01
  9408    0.20559E-02    0.94996E-06    0.19523E-04    0.87897E+04    0.79384E-01
  9409    0.20551E-02    0.95152E-06    0.19458E-04    0.87881E+04    0.79357E-01
  9410    0.20543E-02    0.95307E-06    0.19393E-04    0.87866E+04    0.79331E-01
  9411    0.20535E-02    0.95462E-06    0.19327E-04    0.87850E+04    0.79304E-01
  9412    0.20527E-02    0.95616E-06    0.19262E-04    0.87834E+04    0.79278E-01
  9413    0.20519E-02    0.95771E-06    0.19197E-04    0.87818E+04    0.79252E-01
  9414    0.20511E-02    0.95925E-06    0.19132E-04    0.87802E+04    0.79225E-01
  9415    0.20503E-02    0.96079E-06    0.19067E-04    0.87787E+04    0.79199E-01
  9416    0.20495E-02    0.96232E-06    0.19003E-04    0.87771E+04    0.79172E-01
  9417    0.20487E-02    0.96385E-06    0.18938E-04    0.87755E+04    0.79146E-01
  9418    0.20479E-02    0.96538E-06    0.18873E-04    0.87739E+04    0.79120E-01
  9419    0.20471E-02    0.96691E-06    0.18809E-04    0.87724E+04    0.79093E-01
  9420    0.20464E-02    0.96843E-06    0.18745E-04    0.87708E+04    0.79067E-01
  9421    0.20456E-02    0.96995E-06    0.18680E-04    0.87692E+04    0.79040E-01
  9422    0.20448E-02    0.97146E-06    0.18616E-04    0.87677E+04    0.79014E-01
  9423    0.20440E-02    0.97298E-06    0.18552E-04    0.87661E+04    0.78988E-01
  9424    0.20432E-02    0.97449E-06    0.18488E-04    0.87645E+04    0.78961E-01
  9425    0.20424E-02    0.97599E-06    0.18424E-04    0.87629E+04    0.78935E-01
  9426    0.20416E-02    0.97750E-06    0.18360E-04    0.87614E+04    0.78909E-01
  9427    0.20408E-02    0.97900E-06    0.18296E-04    0.87598E+04    0.78883E-01
  9428    0.20400E-02    0.98050E-06    0.18233E-04    0.87582E+04    0.78856E-01
  9429    0.20392E-02    0.98199E-06    0.18169E-04    0.87567E+04    0.78830E-01
  9430    0.20384E-02    0.98348E-06    0.18106E-04    0.87551E+04    0.78804E-01
  9431    0.20376E-02    0.98497E-06    0.18042E-04    0.87535E+04    0.78778E-01
  9432    0.20369E-02    0.98646E-06    0.17979E-04    0.87519E+04    0.78751E-01
  9433    0.20361E-02    0.98794E-06    0.17916E-04    0.87504E+04    0.78725E-01
  9434    0.20353E-02    0.98942E-06    0.17853E-04    0.87488E+04    0.78699E-01
  9435    0.20345E-02    0.99090E-06    0.17790E-04    0.87472E+04    0.78673E-01
  9436    0.20337E-02    0.99237E-06    0.17727E-04    0.87457E+04    0.78646E-01
  9437    0.20329E-02    0.99384E-06    0.17664E-04    0.87441E+04    0.78620E-01
  9438    0.20321E-02    0.99531E-06    0.17601E-04    0.87425E+04    0.78594E-01
  9439    0.20313E-02    0.99677E-06    0.17539E-04    0.87410E+04    0.78568E-01
  9440    0.20305E-02    0.99823E-06    0.17476E-04    0.87394E+04    0.78542E-01
  9441    0.20297E-02    0.99969E-06    0.17414E-04    0.87378E+04    0.78516E-01
  9442    0.20290E-02    0.10011E-05    0.17351E-04    0.87363E+04    0.78489E-01
  9443    0.20282E-02    0.10026E-05    0.17289E-04    0.87347E+04    0.78463E-01
  9444    0.20274E-02    0.10041E-05    0.17227E-04    0.87331E+04    0.78437E-01
  9445    0.20266E-02    0.10055E-05    0.17165E-04    0.87316E+04    0.78411E-01
  9446    0.20258E-02    0.10069E-05    0.17103E-04    0.87300E+04    0.78385E-01
  9447    0.20250E-02    0.10084E-05    0.17041E-04    0.87285E+04    0.78359E-01
  9448    0.20242E-02    0.10098E-05    0.16979E-04    0.87269E+04    0.78333E-01
  9449    0.20234E-02    0.10113E-05    0.16917E-04    0.87253E+04    0.78307E-01
  9450    0.20227E-02    0.10127E-05    0.16855E-04    0.87238E+04    0.78281E-01
  9451    0.20219E-02    0.10141E-05    0.16794E-04    0.87222E+04    0.78255E-01
  9452    0.20211E-02    0.10155E-05    0.16732E-04    0.87206E+04    0.78229E-01
  9453    0.20203E-02    0.10170E-05    0.16671E-04    0.87191E+04    0.78203E-01
  9454    0.20195E-02    0.10184E-05    0.16610E-04    0.87175E+04    0.78177E-01
  9455    0.20187E-02    0.10198E-05    0.16548E-04    0.87160E+04    0.78151E-01
  9456    0.20179E-02    0.10212E-05    0.16487E-04    0.87144E+04    0.78125E-01
  9457    0.20172E-02    0.10226E-05    0.16426E-04    0.87128E+04    0.78099E-01
  9458    0.20164E-02    0.10240E-05    0.16365E-04    0.87113E+04    0.78073E-01
  9459    0.20156E-02    0.10254E-05    0.16305E-04    0.87097E+04    0.78047E-01
  9460    0.20148E-02    0.10268E-05    0.16244E-04    0.87082E+04    0.78021E-01
  9461    0.20140E-02    0.10282E-05    0.16183E-04    0.87066E+04    0.77995E-01
  9462    0.20132E-02    0.10296E-05    0.16123E-04    0.87051E+04    0.77969E-01
  9463    0.20125E-02    0.10310E-05    0.16062E-04    0.87035E+04    0.77943E-01
  9464    0.20117E-02    0.10324E-05    0.16002E-04    0.87019E+04    0.77917E-01
  9465    0.20109E-02    0.10338E-05    0.15941E-04    0.87004E+04    0.77891E-01
  9466    0.20101E-02    0.10352E-05    0.15881E-04    0.86988E+04    0.77865E-01
  9467    0.20093E-02    0.10366E-05    0.15821E-04    0.86973E+04    0.77839E-01
  9468    0.20085E-02    0.10379E-05    0.15761E-04    0.86957E+04    0.77813E-01
  9469    0.20078E-02    0.10393E-05    0.15701E-04    0.86942E+04    0.77788E-01
  9470    0.20070E-02    0.10407E-05    0.15641E-04    0.86926E+04    0.77762E-01
  9471    0.20062E-02    0.10421E-05    0.15582E-04    0.86911E+04    0.77736E-01
  9472    0.20054E-02    0.10434E-05    0.15522E-04    0.86895E+04    0.77710E-01
  9473    0.20046E-02    0.10448E-05    0.15462E-04    0.86880E+04    0.77684E-01
  9474    0.20038E-02    0.10462E-05    0.15403E-04    0.86864E+04    0.77658E-01
  9475    0.20031E-02    0.10475E-05    0.15343E-04    0.86848E+04    0.77633E-01
  9476    0.20023E-02    0.10489E-05    0.15284E-04    0.86833E+04    0.77607E-01
  9477    0.20015E-02    0.10502E-05    0.15225E-04    0.86817E+04    0.77581E-01
  9478    0.20007E-02    0.10516E-05    0.15166E-04    0.86802E+04    0.77555E-01
  9479    0.19999E-02    0.10529E-05    0.15107E-04    0.86786E+04    0.77530E-01
  9480    0.19992E-02    0.10543E-05    0.15048E-04    0.86771E+04    0.77504E-01
  9481    0.19984E-02    0.10556E-05    0.14989E-04    0.86755E+04    0.77478E-01
  9482    0.19976E-02    0.10569E-05    0.14930E-04    0.86740E+04    0.77452E-01
  9483    0.19968E-02    0.10583E-05    0.14872E-04    0.86724E+04    0.77427E-01
  9484    0.19960E-02    0.10596E-05    0.14813E-04    0.86709E+04    0.77401E-01
  9485    0.19953E-02    0.10609E-05    0.14754E-04    0.86694E+04    0.77375E-01
  9486    0.19945E-02    0.10622E-05    0.14696E-04    0.86678E+04    0.77349E-01
  9487    0.19937E-02    0.10636E-05    0.14638E-04    0.86663E+04    0.77324E-01
  9488    0.19929E-02    0.10649E-05    0.14579E-04    0.86647E+04    0.77298E-01
  9489    0.19922E-02    0.10662E-05    0.14521E-04    0.86632E+04    0.77272E-01
  9490    0.19914E-02    0.10675E-05    0.14463E-04    0.86616E+04    0.77247E-01
  9491    0.19906E-02    0.10688E-05    0.14405E-04    0.86601E+04    0.77221E-01
  9492    0.19898E-02    0.10701E-05    0.14347E-04    0.86585E+04    0.77196E-01
  9493    0.19890E-02    0.10714E-05    0.14290E-04    0.86570E+04    0.77170E-01
  9494    0.19883E-02    0.10727E-05    0.14232E-04    0.86554E+04    0.77144E-01
  9495    0.19875E-02    0.10740E-05    0.14174E-04    0.86539E+04    0.77119E-01
  9496    0.19867E-02    0.10753E-05    0.14117E-04    0.86523E+04    0.77093E-01
  9497    0.19859E-02    0.10766E-05    0.14059E-04    0.86508E+04    0.77068E-01
  9498    0.19852E-02    0.10779E-05    0.14002E-04    0.86493E+04    0.77042E-01
  9499    0.19844E-02    0.10792E-05    0.13945E-04    0.86477E+04    0.77016E-01
  9500    0.19836E-02    0.10805E-05    0.13887E-04    0.86462E+04    0.76991E-01
  9501    0.19828E-02    0.10818E-05    0.13830E-04    0.86446E+04    0.76965E-01
  9502    0.19821E-02    0.10830E-05    0.13773E-04    0.86431E+04    0.76940E-01
  9503    0.19813E-02    0.10843E-05    0.13716E-04    0.86416E+04    0.76914E-01
  9504    0.19805E-02    0.10856E-05    0.13660E-04    0.86400E+04    0.76889E-01
  9505    0.19797E-02    0.10869E-05    0.13603E-04    0.86385E+04    0.76863E-01
  9506    0.19790E-02    0.10881E-05    0.13546E-04    0.86369E+04    0.76838E-01
  9507    0.19782E-02    0.10894E-05    0.13490E-04    0.86354E+04    0.76812E-01
  9508    0.19774E-02    0.10907E-05    0.13433E-04    0.86339E+04    0.76787E-01
  9509    0.19766E-02    0.10919E-05    0.13377E-04    0.86323E+04    0.76761E-01
  9510    0.19759E-02    0.10932E-05    0.13321E-04    0.86308E+04    0.76736E-01
  9511    0.19751E-02    0.10944E-05    0.13264E-04    0.86292E+04    0.76710E-01
  9512    0.19743E-02    0.10957E-05    0.13208E-04    0.86277E+04    0.76685E-01
  9513    0.19736E-02    0.10969E-05    0.13152E-04    0.86262E+04    0.76660E-01
  9514    0.19728E-02    0.10982E-05    0.13096E-04    0.86246E+04    0.76634E-01
  9515    0.19720E-02    0.10994E-05    0.13040E-04    0.86231E+04    0.76609E-01
  9516    0.19712E-02    0.11006E-05    0.12985E-04    0.86216E+04    0.76583E-01
  9517    0.19705E-02    0.11019E-05    0.12929E-04    0.86200E+04    0.76558E-01
  9518    0.19697E-02    0.11031E-05    0.12873E-04    0.86185E+04    0.76533E-01
  9519    0.19689E-02    0.11043E-05    0.12818E-04    0.86170E+04    0.76507E-01
  9520    0.19682E-02    0.11056E-05    0.12762E-04    0.86154E+04    0.76482E-01
  9521    0.19674E-02    0.11068E-05    0.12707E-04    0.86139E+04    0.76456E-01
  9522    0.19666E-02    0.11080E-05    0.12652E-04    0.86124E+04    0.76431E-01
  9523    0.19658E-02    0.11092E-05    0.12597E-04    0.86108E+04    0.76406E-01
  9524    0.19651E-02    0.11104E-05    0.12542E-04    0.86093E+04    0.76380E-01
  9525    0.19643E-02    0.11117E-05    0.12487E-04    0.86078E+04    0.76355E-01
  9526    0.19635E-02    0.11129E-05    0.12432E-04    0.86062E+04    0.76330E-01
  9527    0.19628E-02    0.11141E-05    0.12377E-04    0.86047E+04    0.76305E-01
  9528    0.19620E-02    0.11153E-05    0.12322E-04    0.86032E+04    0.76279E-01
  9529    0.19612E-02    0.11165E-05    0.12267E-04    0.86016E+04    0.76254E-01
  9530    0.19605E-02    0.11177E-05    0.12213E-04    0.86001E+04    0.76229E-01
  9531    0.19597E-02    0.11189E-05    0.12158E-04    0.85986E+04    0.76204E-01
  9532    0.19589E-02    0.11201E-05    0.12104E-04    0.85970E+04    0.76178E-01
  9533    0.19582E-02    0.11212E-05    0.12050E-04    0.85955E+04    0.76153E-01
  9534    0.19574E-02    0.11224E-05    0.11996E-04    0.85940E+04    0.76128E-01
  9535    0.19566E-02    0.11236E-05    0.11941E-04    0.85925E+04    0.76103E-01
  9536    0.19559E-02    0.11248E-05    0.11887E-04    0.85909E+04    0.76077E-01
  9537    0.19551E-02    0.11260E-05    0.11833E-04    0.85894E+04    0.76052E-01
  9538    0.19543E-02    0.11272E-05    0.11780E-04    0.85879E+04    0.76027E-01
  9539    0.19536E-02    0.11283E-05    0.11726E-04    0.85864E+04    0.76002E-01
  9540    0.19528E-02    0.11295E-05    0.11672E-04    0.85848E+04    0.75977E-01
  9541    0.19520E-02    0.11307E-05    0.11619E-04    0.85833E+04    0.75952E-01
  9542    0.19513E-02    0.11318E-05    0.11565E-04    0.85818E+04    0.75926E-01
  9543    0.19505E-02    0.11330E-05    0.11512E-04    0.85803E+04    0.75901E-01
  9544    0.19497E-02    0.11341E-05    0.11458E-04    0.85787E+04    0.75876E-01
  9545    0.19490E-02    0.11353E-05    0.11405E-04    0.85772E+04    0.75851E-01
  9546    0.19482E-02    0.11365E-05    0.11352E-04    0.85757E+04    0.75826E-01
  9547    0.19474E-02    0.11376E-05    0.11299E-04    0.85742E+04    0.75801E-01
  9548    0.19467E-02    0.11387E-05    0.11246E-04    0.85726E+04    0.75776E-01
  9549    0.19459E-02    0.11399E-05    0.11193E-04    0.85711E+04    0.75751E-01
  9550    0.19451E-02    0.11410E-05    0.11140E-04    0.85696E+04    0.75726E-01
  9551    0.19444E-02    0.11422E-05    0.11087E-04    0.85681E+04    0.75701E-01
  9552    0.19436E-02    0.11433E-05    0.11035E-04    0.85665E+04    0.75676E-01
  9553    0.19429E-02    0.11444E-05    0.10982E-04    0.85650E+04    0.75651E-01
  9554    0.19421E-02    0.11456E-05    0.10929E-04    0.85635E+04    0.75626E-01
  9555    0.19413E-02    0.11467E-05    0.10877E-04    0.85620E+04    0.75601E-01
  9556    0.19406E-02    0.11478E-05    0.10825E-04    0.85605E+04    0.75576E-01
  9557    0.19398E-02    0.11489E-05    0.10772E-04    0.85589E+04    0.75551E-01
  9558    0.19390E-02    0.11501E-05    0.10720E-04    0.85574E+04    0.75526E-01
  9559    0.19383E-02    0.11512E-05    0.10668E-04    0.85559E+04    0.75501E-01
  9560    0.19375E-02    0.11523E-05    0.10616E-04    0.85544E+04    0.75476E-01
  9561    0.19368E-02    0.11534E-05    0.10564E-04    0.85529E+04    0.75451E-01
  9562    0.19360E-02    0.11545E-05    0.10513E-04    0.85514E+04    0.75426E-01
  9563    0.19352E-02    0.11556E-05    0.10461E-04    0.85498E+04    0.75401E-01
  9564    0.19345E-02    0.11567E-05    0.10409E-04    0.85483E+04    0.75376E-01
  9565    0.19337E-02    0.11578E-05    0.10358E-04    0.85468E+04    0.75351E-01
  9566    0.19330E-02    0.11589E-05    0.10306E-04    0.85453E+04    0.75326E-01
  9567    0.19322E-02    0.11600E-05    0.10255E-04    0.85438E+04    0.75301E-01
  9568    0.19314E-02    0.11611E-05    0.10204E-04    0.85423E+04    0.75276E-01
  9569    0.19307E-02    0.11622E-05    0.10152E-04    0.85407E+04    0.75251E-01
  9570    0.19299E-02    0.11633E-05    0.10101E-04    0.85392E+04    0.75227E-01
  9571    0.19292E-02    0.11644E-05    0.10050E-04    0.85377E+04    0.75202E-01
  9572    0.19284E-02    0.11654E-05    0.99992E-05    0.85362E+04    0.75177E-01
  9573    0.19276E-02    0.11665E-05    0.99483E-05    0.85347E+04    0.75152E-01
  9574    0.19269E-02    0.11676E-05    0.98975E-05    0.85332E+04    0.75127E-01
  9575    0.19261E-02    0.11687E-05    0.98468E-05    0.85317E+04    0.75102E-01
  9576    0.19254E-02    0.11697E-05    0.97962E-05    0.85301E+04    0.75078E-01
  9577    0.19246E-02    0.11708E-05    0.97456E-05    0.85286E+04    0.75053E-01
  9578    0.19238E-02    0.11719E-05    0.96952E-05    0.85271E+04    0.75028E-01
  9579    0.19231E-02    0.11729E-05    0.96448E-05    0.85256E+04    0.75003E-01
  9580    0.19223E-02    0.11740E-05    0.95945E-05    0.85241E+04    0.74978E-01
  9581    0.19216E-02    0.11750E-05    0.95443E-05    0.85226E+04    0.74954E-01
  9582    0.19208E-02    0.11761E-05    0.94942E-05    0.85211E+04    0.74929E-01
  9583    0.19201E-02    0.11771E-05    0.94441E-05    0.85196E+04    0.74904E-01
  9584    0.19193E-02    0.11782E-05    0.93942E-05    0.85181E+04    0.74879E-01
  9585    0.19186E-02    0.11792E-05    0.93443E-05    0.85166E+04    0.74855E-01
  9586    0.19178E-02    0.11803E-05    0.92945E-05    0.85150E+04    0.74830E-01
  9587    0.19170E-02    0.11813E-05    0.92448E-05    0.85135E+04    0.74805E-01
  9588    0.19163E-02    0.11823E-05    0.91952E-05    0.85120E+04    0.74781E-01
  9589    0.19155E-02    0.11834E-05    0.91457E-05    0.85105E+04    0.74756E-01
  9590    0.19148E-02    0.11844E-05    0.90962E-05    0.85090E+04    0.74731E-01
  9591    0.19140E-02    0.11854E-05    0.90469E-05    0.85075E+04    0.74707E-01
  9592    0.19133E-02    0.11864E-05    0.89976E-05    0.85060E+04    0.74682E-01
  9593    0.19125E-02    0.11875E-05    0.89484E-05    0.85045E+04    0.74657E-01
  9594    0.19118E-02    0.11885E-05    0.88993E-05    0.85030E+04    0.74633E-01
  9595    0.19110E-02    0.11895E-05    0.88502E-05    0.85015E+04    0.74608E-01
  9596    0.19103E-02    0.11905E-05    0.88013E-05    0.85000E+04    0.74583E-01
  9597    0.19095E-02    0.11915E-05    0.87524E-05    0.84985E+04    0.74559E-01
  9598    0.19087E-02    0.11925E-05    0.87036E-05    0.84970E+04    0.74534E-01
  9599    0.19080E-02    0.11935E-05    0.86549E-05    0.84955E+04    0.74510E-01
  9600    0.19072E-02    0.11945E-05    0.86063E-05    0.84940E+04    0.74485E-01
  9601    0.19065E-02    0.11955E-05    0.85578E-05    0.84925E+04    0.74460E-01
  9602    0.19057E-02    0.11965E-05    0.85093E-05    0.84910E+04    0.74436E-01
  9603    0.19050E-02    0.11975E-05    0.84610E-05    0.84895E+04    0.74411E-01
  9604    0.19042E-02    0.11985E-05    0.84127E-05    0.84880E+04    0.74387E-01
  9605    0.19035E-02    0.11995E-05    0.83645E-05    0.84865E+04    0.74362E-01
  9606    0.19027E-02    0.12005E-05    0.83164E-05    0.84850E+04    0.74338E-01
  9607    0.19020E-02    0.12015E-05    0.82683E-05    0.84835E+04    0.74313E-01
